HostName,TimeStamp,Device:,rrqm/s,wrqm/s,r/s,w/s,rkB/s,wkB/s,avgrq-sz,avgqu-sz,await,r_await,w_await,svctm,%util
bigdata-proj-m,0,sda,0.00,13.81,10.75,9.67,145.09,227.52,36.49,0.17,8.42,2.64,14.85,0.86,1.76
bigdata-proj-m,1,sda,0.00,0.00,0.00,1.00,0.00,32.00,64.00,0.00,4.00,0.00,4.00,4.00,0.40
bigdata-proj-m,2,sda,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
bigdata-proj-m,3,sda,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
bigdata-proj-m,4,sda,0.00,57.00,0.00,43.00,0.00,404.00,18.79,0.22,5.21,0.00,5.21,0.37,1.60
bigdata-proj-m,5,sda,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
bigdata-proj-m,6,sda,0.00,0.00,0.00,25.00,0.00,412.00,32.96,0.02,0.64,0.00,0.64,0.64,1.60
bigdata-proj-m,7,sda,0.00,27.00,0.00,5.00,0.00,128.00,51.20,0.00,0.00,0.00,0.00,0.00,0.00
bigdata-proj-m,8,sda,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
bigdata-proj-m,9,sda,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
bigdata-proj-m,10,sda,0.00,0.00,3.00,3.00,184.00,8.00,64.00,0.01,2.00,4.00,0.00,0.67,0.40
bigdata-proj-m,11,sda,0.00,23.00,0.00,19.00,0.00,208.00,21.89,0.02,0.84,0.00,0.84,0.84,1.60
bigdata-proj-m,12,sda,0.00,0.00,0.00,5.00,0.00,108.00,43.20,0.01,1.60,0.00,1.60,1.60,0.80
bigdata-proj-m,13,sda,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
bigdata-proj-m,14,sda,0.00,0.00,0.00,8.00,0.00,16.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00
bigdata-proj-m,15,sda,0.00,0.00,0.00,12.00,0.00,160.00,26.67,0.00,0.33,0.00,0.33,0.33,0.40
bigdata-proj-m,16,sda,0.00,38.00,0.00,14.00,0.00,188.00,26.86,0.01,0.57,0.00,0.57,0.57,0.80
bigdata-proj-m,17,sda,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
bigdata-proj-m,18,sda,0.00,0.00,0.00,7.00,0.00,112.00,32.00,0.00,0.00,0.00,0.00,0.00,0.00
bigdata-proj-m,19,sda,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
bigdata-proj-m,20,sda,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
bigdata-proj-m,21,sda,0.00,53.00,0.00,22.00,0.00,260.00,23.64,0.02,0.73,0.00,0.73,0.73,1.60
bigdata-proj-m,22,sda,0.00,0.00,0.00,22.00,0.00,44.00,4.00,0.00,0.18,0.00,0.18,0.18,0.40
bigdata-proj-m,23,sda,0.00,0.00,0.00,47.00,0.00,1680.00,71.49,0.10,2.13,0.00,2.13,1.02,4.80
bigdata-proj-m,24,sda,0.00,0.00,0.00,51.00,0.00,200.00,7.84,0.04,0.71,0.00,0.71,0.71,3.60
bigdata-proj-m,25,sda,0.00,0.00,0.00,60.00,0.00,124.00,4.13,0.03,0.47,0.00,0.47,0.47,2.80
bigdata-proj-m,26,sda,0.00,71.00,0.00,71.00,0.00,436.00,12.28,0.01,0.17,0.00,0.17,0.11,0.80
bigdata-proj-m,27,sda,0.00,0.00,0.00,64.00,0.00,132.00,4.12,0.03,0.44,0.00,0.44,0.44,2.80
bigdata-proj-m,28,sda,0.00,0.00,0.00,66.00,0.00,136.00,4.12,0.02,0.36,0.00,0.36,0.36,2.40
bigdata-proj-m,29,sda,0.00,0.00,0.00,70.00,0.00,140.00,4.00,0.03,0.40,0.00,0.40,0.40,2.80
bigdata-proj-m,30,sda,0.00,4.00,0.00,70.00,0.00,228.00,6.51,0.03,0.46,0.00,0.46,0.46,3.20
bigdata-proj-m,31,sda,0.00,45.00,0.00,73.00,0.00,432.00,11.84,0.05,0.71,0.00,0.71,0.66,4.80
bigdata-proj-m,32,sda,0.00,0.00,0.00,72.00,0.00,148.00,4.11,0.02,0.28,0.00,0.28,0.28,2.00
bigdata-proj-m,33,sda,0.00,0.00,0.00,72.00,0.00,148.00,4.11,0.02,0.22,0.00,0.22,0.22,1.60
bigdata-proj-m,34,sda,0.00,0.00,0.00,72.00,0.00,148.00,4.11,0.02,0.33,0.00,0.33,0.33,2.40
bigdata-proj-m,35,sda,0.00,8.00,0.00,84.00,0.00,1348.00,32.10,0.04,0.43,0.00,0.43,0.33,2.80
bigdata-proj-m,36,sda,0.00,0.00,0.00,78.00,0.00,160.00,4.10,0.04,0.56,0.00,0.56,0.56,4.40
bigdata-proj-m,37,sda,0.00,16.00,0.00,85.00,0.00,340.00,8.00,0.02,0.19,0.00,0.19,0.19,1.60
bigdata-proj-m,38,sda,0.00,0.00,0.00,70.00,0.00,144.00,4.11,0.04,0.51,0.00,0.51,0.51,3.60
bigdata-proj-m,39,sda,0.00,0.00,0.00,76.00,0.00,156.00,4.11,0.03,0.42,0.00,0.42,0.37,2.80
bigdata-proj-m,40,sda,0.00,75.00,0.00,103.00,0.00,1940.00,37.67,0.22,2.17,0.00,2.17,0.43,4.40
bigdata-proj-m,41,sda,0.00,0.00,0.00,68.00,0.00,140.00,4.12,0.04,0.65,0.00,0.65,0.65,4.40
bigdata-proj-m,42,sda,0.00,27.00,0.00,72.00,0.00,260.00,7.22,0.04,0.61,0.00,0.61,0.61,4.40
bigdata-proj-m,43,sda,0.00,0.00,1.00,77.00,96.00,256.00,9.03,0.09,1.18,48.00,0.57,1.18,9.20
bigdata-proj-m,44,sda,0.00,0.00,0.00,70.00,0.00,144.00,4.11,0.03,0.51,0.00,0.51,0.46,3.20
bigdata-proj-m,45,sda,0.00,0.00,0.00,87.00,0.00,1340.00,30.80,0.06,0.69,0.00,0.69,0.41,3.60
bigdata-proj-m,46,sda,0.00,0.00,0.00,78.00,0.00,160.00,4.10,0.02,0.31,0.00,0.31,0.31,2.40
bigdata-proj-m,47,sda,0.00,37.00,0.00,80.00,0.00,316.00,7.90,0.03,0.35,0.00,0.35,0.35,2.80
bigdata-proj-m,48,sda,0.00,0.00,0.00,72.00,0.00,148.00,4.11,0.02,0.33,0.00,0.33,0.33,2.40
bigdata-proj-m,49,sda,0.00,0.00,0.00,73.00,0.00,248.00,6.79,0.04,0.60,0.00,0.60,0.60,4.40
bigdata-proj-m,50,sda,0.00,0.00,0.00,67.00,0.00,140.00,4.18,0.03,0.48,0.00,0.48,0.42,2.80
bigdata-proj-m,51,sda,0.00,0.00,0.00,79.00,0.00,1380.00,34.94,0.04,0.46,0.00,0.46,0.41,3.20
bigdata-proj-m,52,sda,0.00,24.00,0.00,74.00,0.00,252.00,6.81,0.04,0.54,0.00,0.54,0.54,4.00
bigdata-proj-m,53,sda,0.00,0.00,0.00,66.00,0.00,136.00,4.12,0.02,0.36,0.00,0.36,0.36,2.40
bigdata-proj-m,54,sda,0.00,0.00,0.00,72.00,0.00,148.00,4.11,0.02,0.33,0.00,0.33,0.33,2.40
bigdata-proj-m,55,sda,0.00,0.00,0.00,81.00,0.00,264.00,6.52,0.03,0.35,0.00,0.35,0.35,2.80
bigdata-proj-m,56,sda,0.00,0.00,0.00,85.00,0.00,1380.00,32.47,0.08,0.94,0.00,0.94,0.71,6.00
bigdata-proj-m,57,sda,0.00,24.00,0.00,92.00,0.00,288.00,6.26,0.04,0.39,0.00,0.39,0.39,3.60
bigdata-proj-m,58,sda,0.00,0.00,0.00,74.00,0.00,152.00,4.11,0.03,0.38,0.00,0.38,0.38,2.80
bigdata-proj-m,59,sda,0.00,0.00,0.00,76.00,0.00,156.00,4.11,0.04,0.47,0.00,0.47,0.47,3.60
bigdata-proj-m,60,sda,0.00,0.00,0.00,74.00,0.00,152.00,4.11,0.01,0.16,0.00,0.16,0.16,1.20
bigdata-proj-m,61,sda,0.00,0.00,0.00,78.00,0.00,160.00,4.10,0.01,0.10,0.00,0.10,0.10,0.80
bigdata-proj-m,62,sda,0.00,7.00,0.00,85.00,0.00,304.00,7.15,0.03,0.38,0.00,0.38,0.38,3.20
bigdata-proj-m,63,sda,0.00,0.00,0.00,74.00,0.00,152.00,4.11,0.07,0.97,0.00,0.97,0.97,7.20
bigdata-proj-m,64,sda,0.00,0.00,0.00,74.00,0.00,152.00,4.11,0.02,0.22,0.00,0.22,0.22,1.60
bigdata-proj-m,65,sda,0.00,0.00,0.00,72.00,0.00,148.00,4.11,0.03,0.44,0.00,0.44,0.44,3.20
bigdata-proj-m,66,sda,0.00,5.00,0.00,85.00,0.00,1300.00,30.59,0.08,0.89,0.00,0.89,0.61,5.20
bigdata-proj-m,67,sda,0.00,24.00,0.00,80.00,0.00,264.00,6.60,0.04,0.55,0.00,0.55,0.55,4.40
bigdata-proj-m,68,sda,0.00,0.00,0.00,73.00,0.00,244.00,6.68,0.04,0.55,0.00,0.55,0.55,4.00
bigdata-proj-m,69,sda,0.00,0.00,0.00,72.00,0.00,148.00,4.11,0.02,0.22,0.00,0.22,0.22,1.60
bigdata-proj-m,70,sda,0.00,0.00,0.00,76.00,0.00,156.00,4.11,0.04,0.47,0.00,0.47,0.47,3.60
bigdata-proj-m,71,sda,0.00,0.00,0.00,74.00,0.00,1416.00,38.27,0.05,0.70,0.00,0.70,0.32,2.40
bigdata-proj-m,72,sda,0.00,22.00,0.00,72.00,0.00,240.00,6.67,0.02,0.33,0.00,0.33,0.33,2.40
bigdata-proj-m,73,sda,0.00,0.00,0.00,72.00,0.00,148.00,4.11,0.04,0.61,0.00,0.61,0.61,4.40
bigdata-proj-m,74,sda,0.00,0.00,0.00,67.00,0.00,236.00,7.04,0.03,0.42,0.00,0.42,0.42,2.80
bigdata-proj-m,75,sda,0.00,0.00,0.00,70.00,0.00,144.00,4.11,0.03,0.46,0.00,0.46,0.46,3.20
bigdata-proj-m,76,sda,0.00,4.00,0.00,116.00,0.00,2504.00,43.17,0.24,2.03,0.00,2.03,0.59,6.80
bigdata-proj-m,77,sda,0.00,37.00,0.00,76.00,0.00,308.00,8.11,0.04,0.53,0.00,0.53,0.53,4.00
bigdata-proj-m,78,sda,0.00,0.00,0.00,66.00,0.00,132.00,4.00,0.04,0.67,0.00,0.67,0.67,4.40
bigdata-proj-m,79,sda,0.00,0.00,0.00,72.00,0.00,148.00,4.11,0.03,0.39,0.00,0.39,0.39,2.80
bigdata-proj-m,80,sda,0.00,0.00,0.00,67.00,0.00,236.00,7.04,0.04,0.54,0.00,0.54,0.54,3.60
bigdata-proj-m,81,sda,0.00,0.00,0.00,75.00,0.00,1200.00,32.00,0.02,0.27,0.00,0.27,0.27,2.00
bigdata-proj-m,82,sda,0.00,22.00,0.00,74.00,0.00,244.00,6.59,0.03,0.43,0.00,0.43,0.43,3.20
bigdata-proj-m,83,sda,0.00,0.00,0.00,64.00,0.00,132.00,4.12,0.01,0.19,0.00,0.19,0.19,1.20
bigdata-proj-m,84,sda,0.00,0.00,0.00,73.00,0.00,152.00,4.16,0.04,0.49,0.00,0.49,0.49,3.60
bigdata-proj-m,85,sda,0.00,0.00,0.00,72.00,0.00,148.00,4.11,0.03,0.44,0.00,0.44,0.39,2.80
bigdata-proj-m,86,sda,0.00,0.00,0.00,73.00,0.00,244.00,6.68,0.04,0.49,0.00,0.49,0.49,3.60
bigdata-proj-m,87,sda,0.00,19.00,0.00,74.00,0.00,232.00,6.27,0.06,0.76,0.00,0.76,0.76,5.60
bigdata-proj-m,88,sda,0.00,0.00,0.00,70.00,0.00,144.00,4.11,0.02,0.29,0.00,0.29,0.29,2.00
bigdata-proj-m,89,sda,0.00,0.00,0.00,64.00,0.00,132.00,4.12,0.03,0.50,0.00,0.50,0.50,3.20
bigdata-proj-m,90,sda,0.00,0.00,0.00,72.00,0.00,148.00,4.11,0.04,0.50,0.00,0.50,0.50,3.60
bigdata-proj-m,91,sda,0.00,0.00,0.00,87.00,0.00,1232.00,28.32,0.04,0.46,0.00,0.46,0.41,3.60
bigdata-proj-m,92,sda,0.00,13.00,0.00,82.00,0.00,224.00,5.46,0.02,0.24,0.00,0.24,0.24,2.00
bigdata-proj-m,93,sda,0.00,0.00,0.00,89.00,0.00,280.00,6.29,0.04,0.40,0.00,0.40,0.40,3.60
bigdata-proj-m,94,sda,0.00,0.00,0.00,64.00,0.00,132.00,4.12,0.02,0.31,0.00,0.31,0.31,2.00
bigdata-proj-m,95,sda,0.00,0.00,0.00,8.00,0.00,16.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00
bigdata-proj-m,96,sda,0.00,0.00,0.00,14.00,0.00,28.00,4.00,0.00,0.29,0.00,0.29,0.29,0.40
HostName,TimeStamp,Device:,rrqm/s,wrqm/s,r/s,w/s,rkB/s,wkB/s,avgrq-sz,avgqu-sz,await,r_await,w_await,svctm,%util
bigdata-proj-w-0,97,sda,0.00,23.60,9.23,14.57,105.03,240.32,29.02,0.16,6.56,2.34,9.24,0.77,1.83
bigdata-proj-w-0,98,sda,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
bigdata-proj-w-0,99,sda,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
bigdata-proj-w-0,100,sda,0.00,24.00,0.00,2.00,0.00,104.00,104.00,0.00,0.00,0.00,0.00,0.00,0.00
bigdata-proj-w-0,101,sda,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
bigdata-proj-w-0,102,sda,0.00,8.00,0.00,26.00,0.00,196.00,15.08,0.05,1.85,0.00,1.85,0.15,0.40
bigdata-proj-w-0,103,sda,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
bigdata-proj-w-0,104,sda,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
bigdata-proj-w-0,105,sda,0.00,63.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
bigdata-proj-w-0,106,sda,0.00,0.00,0.00,3.00,0.00,264.00,176.00,0.01,2.67,0.00,2.67,1.33,0.40
bigdata-proj-w-0,107,sda,0.00,57.00,0.00,58.00,0.00,1896.00,65.38,0.46,8.00,0.00,8.00,0.41,2.40
bigdata-proj-w-0,108,sda,0.00,39.00,0.00,13.00,0.00,252.00,38.77,0.01,0.62,0.00,0.62,0.62,0.80
bigdata-proj-w-0,109,sda,0.00,38.00,0.00,6.00,0.00,268.00,89.33,0.00,0.67,0.00,0.67,0.67,0.40
bigdata-proj-w-0,110,sda,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
bigdata-proj-w-0,111,sda,0.00,53.00,0.00,24.00,0.00,360.00,30.00,0.01,0.50,0.00,0.50,0.50,1.20
bigdata-proj-w-0,112,sda,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
bigdata-proj-w-0,113,sda,0.00,24.00,0.00,18.00,0.00,168.00,18.67,0.01,0.67,0.00,0.67,0.67,1.20
bigdata-proj-w-0,114,sda,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
bigdata-proj-w-0,115,sda,0.00,18.00,0.00,18.00,0.00,148.00,16.44,0.01,0.44,0.00,0.44,0.44,0.80
bigdata-proj-w-0,116,sda,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
bigdata-proj-w-0,117,sda,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
bigdata-proj-w-0,118,sda,0.00,90.00,0.00,64.00,0.00,2220.00,69.38,0.05,0.81,0.00,0.81,0.50,3.20
bigdata-proj-w-0,119,sda,0.00,74.00,0.00,61.00,0.00,588.00,19.28,0.04,0.66,0.00,0.66,0.66,4.00
bigdata-proj-w-0,120,sda,0.00,189.00,0.00,120.00,0.00,1340.00,22.33,0.08,0.63,0.00,0.63,0.63,7.60
bigdata-proj-w-0,121,sda,0.00,177.00,0.00,136.00,0.00,1384.00,20.35,0.11,0.76,0.00,0.76,0.79,10.80
bigdata-proj-w-0,122,sda,0.00,226.00,0.00,173.00,0.00,1816.00,20.99,0.10,0.58,0.00,0.58,0.53,9.20
bigdata-proj-w-0,123,sda,0.00,289.00,0.00,177.00,0.00,2076.00,23.46,0.09,0.50,0.00,0.50,0.50,8.80
bigdata-proj-w-0,124,sda,0.00,276.00,0.00,194.00,0.00,2144.00,22.10,0.12,0.60,0.00,0.60,0.58,11.20
bigdata-proj-w-0,125,sda,0.00,171.00,0.00,182.00,0.00,1560.00,17.14,0.14,0.73,0.00,0.73,0.75,13.60
bigdata-proj-w-0,126,sda,0.00,248.00,0.00,206.00,0.00,2092.00,20.31,0.14,0.68,0.00,0.68,0.66,13.60
bigdata-proj-w-0,127,sda,0.00,216.00,0.00,163.00,0.00,1728.00,21.20,0.11,0.66,0.00,0.66,0.66,10.80
bigdata-proj-w-0,128,sda,0.00,328.00,0.00,201.00,0.00,2364.00,23.52,0.12,0.58,0.00,0.58,0.58,11.60
bigdata-proj-w-0,129,sda,0.00,259.00,0.00,207.00,0.00,2144.00,20.71,0.12,0.60,0.00,0.60,0.58,12.00
bigdata-proj-w-0,130,sda,0.00,259.00,0.00,208.00,0.00,2160.00,20.77,0.13,0.62,0.00,0.62,0.62,12.80
bigdata-proj-w-0,131,sda,0.00,357.00,0.00,207.00,0.00,2544.00,24.58,0.12,0.58,0.00,0.58,0.58,12.00
bigdata-proj-w-0,132,sda,0.00,213.00,0.00,220.00,0.00,1952.00,17.75,0.11,0.49,0.00,0.49,0.49,10.80
bigdata-proj-w-0,133,sda,0.00,267.00,0.00,220.00,0.00,2228.00,20.25,0.12,0.56,0.00,0.56,0.55,12.00
bigdata-proj-w-0,134,sda,0.00,292.00,0.00,225.00,0.00,2372.00,21.08,0.14,0.64,0.00,0.64,0.64,14.40
bigdata-proj-w-0,135,sda,0.00,264.00,0.00,201.00,0.00,2132.00,21.21,0.14,0.68,0.00,0.68,0.68,13.60
bigdata-proj-w-0,136,sda,0.00,372.00,0.00,215.00,0.00,2620.00,24.37,0.15,0.69,0.00,0.69,0.69,14.80
bigdata-proj-w-0,137,sda,0.00,197.00,0.00,161.00,0.00,1648.00,20.47,0.12,0.75,0.00,0.75,0.75,12.00
bigdata-proj-w-0,138,sda,0.00,235.00,0.00,203.00,0.00,2048.00,20.18,0.13,0.63,0.00,0.63,0.63,12.80
bigdata-proj-w-0,139,sda,0.00,227.00,0.00,204.00,0.00,1964.00,19.25,0.15,0.73,0.00,0.73,0.73,14.80
bigdata-proj-w-0,140,sda,0.00,210.00,0.00,209.00,0.00,1868.00,17.88,0.10,0.50,0.00,0.50,0.50,10.40
bigdata-proj-w-0,141,sda,0.00,255.00,0.00,202.00,0.00,2092.00,20.71,0.14,0.67,0.00,0.67,0.67,13.60
bigdata-proj-w-0,142,sda,0.00,379.00,0.00,205.00,0.00,2572.00,25.09,0.13,0.64,0.00,0.64,0.64,13.20
bigdata-proj-w-0,143,sda,0.00,393.00,0.00,281.00,0.00,5060.00,36.01,0.43,1.54,0.00,1.54,0.50,14.00
bigdata-proj-w-0,144,sda,0.00,266.00,0.00,209.00,0.00,2188.00,20.94,0.12,0.59,0.00,0.59,0.59,12.40
bigdata-proj-w-0,145,sda,0.00,259.00,0.00,209.00,0.00,2152.00,20.59,0.13,0.61,0.00,0.61,0.59,12.40
bigdata-proj-w-0,146,sda,0.00,277.00,0.00,209.00,0.00,2228.00,21.32,0.12,0.56,0.00,0.56,0.56,11.60
bigdata-proj-w-0,147,sda,0.00,234.00,0.00,184.00,0.00,1920.00,20.87,0.09,0.48,0.00,0.48,0.48,8.80
bigdata-proj-w-0,148,sda,0.00,428.00,0.00,213.00,0.00,3868.00,36.32,0.13,0.60,0.00,0.60,0.60,12.80
