HostName,TimeStamp,AM,IFACE,rxpck/s,txpck/s,rxkB/s,txkB/s,rxcmp/s,txcmp/s,rxmcst/s,%ifutil
bigdata-proj-w-2,339,AM,eth0,2.00,4.00,0.21,3.07,0.00,0.00,0.00,0.00
bigdata-proj-w-2,340,AM,eth0,1.00,2.00,0.10,0.40,0.00,0.00,0.00,0.00
bigdata-proj-w-2,341,AM,eth0,1.00,2.00,0.10,0.40,0.00,0.00,0.00,0.00
bigdata-proj-w-2,342,AM,eth0,2.00,5.00,0.21,0.85,0.00,0.00,0.00,0.00
bigdata-proj-w-2,343,AM,eth0,1.00,2.00,0.10,0.40,0.00,0.00,0.00,0.00
bigdata-proj-w-2,344,AM,eth0,1.00,2.00,0.10,0.40,0.00,0.00,0.00,0.00
bigdata-proj-w-2,345,AM,eth0,2.00,4.00,0.21,0.97,0.00,0.00,0.00,0.00
bigdata-proj-w-2,346,AM,eth0,1.00,2.00,0.10,0.40,0.00,0.00,0.00,0.00
bigdata-proj-w-2,347,AM,eth0,1.00,2.00,0.10,0.40,0.00,0.00,0.00,0.00
bigdata-proj-w-2,348,AM,eth0,2.00,4.00,0.21,0.97,0.00,0.00,0.00,0.00
bigdata-proj-w-2,349,AM,eth0,1.00,2.00,0.10,0.40,0.00,0.00,0.00,0.00
bigdata-proj-w-2,350,AM,eth0,1.00,2.00,0.10,0.40,0.00,0.00,0.00,0.00
bigdata-proj-w-2,351,AM,eth0,2.00,4.00,0.21,1.14,0.00,0.00,0.00,0.00
bigdata-proj-w-2,352,AM,eth0,1.00,2.00,0.10,0.57,0.00,0.00,0.00,0.00
bigdata-proj-w-2,353,AM,eth0,1.00,2.00,0.10,0.40,0.00,0.00,0.00,0.00
bigdata-proj-w-2,354,AM,eth0,2.00,4.00,0.21,0.80,0.00,0.00,0.00,0.00
bigdata-proj-w-2,355,AM,eth0,1.00,2.00,0.10,0.40,0.00,0.00,0.00,0.00
bigdata-proj-w-2,356,AM,eth0,1.00,2.00,0.10,0.40,0.00,0.00,0.00,0.00
bigdata-proj-w-2,357,AM,eth0,2.00,4.00,0.21,0.97,0.00,0.00,0.00,0.00
bigdata-proj-w-2,358,AM,eth0,1.00,2.00,0.10,0.40,0.00,0.00,0.00,0.00
bigdata-proj-w-2,359,AM,eth0,1.00,2.00,0.10,0.40,0.00,0.00,0.00,0.00
bigdata-proj-w-2,360,AM,eth0,2.00,4.00,0.21,0.97,0.00,0.00,0.00,0.00
bigdata-proj-w-2,361,AM,eth0,0.99,1.98,0.10,0.39,0.00,0.00,0.00,0.00
bigdata-proj-w-2,362,AM,eth0,1.00,2.00,0.10,0.40,0.00,0.00,0.00,0.00
bigdata-proj-w-2,363,AM,eth0,11.00,12.00,10.18,1.66,0.00,0.00,0.00,0.00
bigdata-proj-w-2,364,AM,eth0,1.00,2.00,0.10,0.40,0.00,0.00,0.00,0.00
bigdata-proj-w-2,365,AM,eth0,2.00,3.00,0.15,0.73,0.00,0.00,0.00,0.00
bigdata-proj-w-2,366,AM,eth0,8.00,10.00,0.80,1.13,0.00,0.00,0.00,0.00
bigdata-proj-w-2,367,AM,eth0,1.00,2.00,0.10,0.40,0.00,0.00,0.00,0.00
bigdata-proj-w-2,368,AM,eth0,1.00,2.00,0.10,0.40,0.00,0.00,0.00,0.00
bigdata-proj-w-2,369,AM,eth0,2.00,4.00,0.21,1.14,0.00,0.00,0.00,0.00
bigdata-proj-w-2,370,AM,eth0,1.00,2.00,0.10,0.40,0.00,0.00,0.00,0.00
bigdata-proj-w-2,371,AM,eth0,1.00,2.00,0.10,0.40,0.00,0.00,0.00,0.00
bigdata-proj-w-2,372,AM,eth0,2.00,4.00,0.21,0.97,0.00,0.00,0.00,0.00
bigdata-proj-w-2,373,AM,eth0,1.00,2.00,0.10,0.40,0.00,0.00,0.00,0.00
bigdata-proj-w-2,374,AM,eth0,1.00,2.00,0.10,0.40,0.00,0.00,0.00,0.00
bigdata-proj-w-2,375,AM,eth0,2.00,4.00,0.21,0.97,0.00,0.00,0.00,0.00
bigdata-proj-w-2,376,AM,eth0,1.00,2.00,0.10,0.40,0.00,0.00,0.00,0.00
bigdata-proj-w-2,377,AM,eth0,1.00,2.00,0.10,0.40,0.00,0.00,0.00,0.00
bigdata-proj-w-2,378,AM,eth0,2.00,4.00,0.21,0.97,0.00,0.00,0.00,0.00
bigdata-proj-w-2,379,AM,eth0,1.00,2.00,0.10,0.40,0.00,0.00,0.00,0.00
bigdata-proj-w-2,380,AM,eth0,1.00,2.00,0.10,0.40,0.00,0.00,0.00,0.00
bigdata-proj-w-2,381,AM,eth0,2.00,4.00,0.21,1.14,0.00,0.00,0.00,0.00
bigdata-proj-w-2,382,AM,eth0,1.00,2.00,0.10,0.40,0.00,0.00,0.00,0.00
bigdata-proj-w-2,383,AM,eth0,1.00,2.00,0.10,0.40,0.00,0.00,0.00,0.00
bigdata-proj-w-2,384,AM,eth0,2.00,4.00,0.21,0.80,0.00,0.00,0.00,0.00
bigdata-proj-w-2,385,AM,eth0,1.00,2.00,0.10,0.40,0.00,0.00,0.00,0.00
bigdata-proj-w-2,386,AM,eth0,1.00,2.00,0.10,0.40,0.00,0.00,0.00,0.00
bigdata-proj-w-2,387,AM,eth0,2.00,4.00,0.21,0.97,0.00,0.00,0.00,0.00
bigdata-proj-w-2,388,AM,eth0,1.00,2.00,0.10,0.40,0.00,0.00,0.00,0.00
bigdata-proj-w-2,389,AM,eth0,1.00,2.00,0.10,0.40,0.00,0.00,0.00,0.00
bigdata-proj-w-2,390,AM,eth0,2.00,4.00,0.21,0.97,0.00,0.00,0.00,0.00
bigdata-proj-w-2,391,AM,eth0,1.00,2.00,0.10,0.40,0.00,0.00,0.00,0.00
bigdata-proj-w-2,392,AM,eth0,1.00,2.00,0.10,0.40,0.00,0.00,0.00,0.00
bigdata-proj-w-2,393,AM,eth0,2.00,4.00,0.21,0.97,0.00,0.00,0.00,0.00
bigdata-proj-w-2,394,AM,eth0,1.00,2.00,0.10,0.40,0.00,0.00,0.00,0.00
bigdata-proj-w-2,395,AM,eth0,1.00,2.00,0.10,0.40,0.00,0.00,0.00,0.00
bigdata-proj-w-2,396,AM,eth0,2.00,4.00,0.21,0.97,0.00,0.00,0.00,0.00
bigdata-proj-w-2,397,AM,eth0,1.00,2.00,0.10,0.40,0.00,0.00,0.00,0.00
bigdata-proj-w-2,398,AM,eth0,1.00,2.00,0.10,0.40,0.00,0.00,0.00,0.00
bigdata-proj-w-2,399,AM,eth0,2.00,4.00,0.21,0.97,0.00,0.00,0.00,0.00
bigdata-proj-w-2,400,AM,eth0,1.00,2.00,0.10,0.40,0.00,0.00,0.00,0.00
bigdata-proj-w-2,401,AM,eth0,1.00,2.00,0.10,0.40,0.00,0.00,0.00,0.00
bigdata-proj-w-2,402,AM,eth0,3.00,5.00,0.30,1.06,0.00,0.00,0.00,0.00
bigdata-proj-w-2,403,AM,eth0,1.00,2.00,0.10,0.40,0.00,0.00,0.00,0.00
bigdata-proj-w-2,404,AM,eth0,1.00,2.00,0.10,0.40,0.00,0.00,0.00,0.00
bigdata-proj-w-2,405,AM,eth0,2.00,4.00,0.21,0.97,0.00,0.00,0.00,0.00
bigdata-proj-w-2,406,AM,eth0,1.00,2.00,0.10,0.40,0.00,0.00,0.00,0.00
bigdata-proj-w-2,407,AM,eth0,1.00,2.00,0.10,0.57,0.00,0.00,0.00,0.00
bigdata-proj-w-2,408,AM,eth0,2.00,4.00,0.21,0.97,0.00,0.00,0.00,0.00
bigdata-proj-w-2,409,AM,eth0,1.00,2.00,0.10,0.40,0.00,0.00,0.00,0.00
bigdata-proj-w-2,410,AM,eth0,1.00,2.00,0.10,0.40,0.00,0.00,0.00,0.00
bigdata-proj-w-2,411,AM,eth0,2.00,4.00,0.21,0.97,0.00,0.00,0.00,0.00
HostName,TimeStamp,AM,IFACE,rxpck/s,txpck/s,rxkB/s,txkB/s,rxcmp/s,txcmp/s,rxmcst/s,%ifutil
bigdata-proj-w-3,412,AM,eth0,2.00,4.00,0.21,1.26,0.00,0.00,0.00,0.00
bigdata-proj-w-3,413,AM,eth0,1.00,2.00,0.10,0.40,0.00,0.00,0.00,0.00
bigdata-proj-w-3,414,AM,eth0,1.00,2.00,0.10,0.40,0.00,0.00,0.00,0.00
bigdata-proj-w-3,415,AM,eth0,2.00,4.00,0.21,0.97,0.00,0.00,0.00,0.00
bigdata-proj-w-3,416,AM,eth0,1.00,2.00,0.10,0.40,0.00,0.00,0.00,0.00
bigdata-proj-w-3,417,AM,eth0,1.00,2.00,0.10,0.40,0.00,0.00,0.00,0.00
bigdata-proj-w-3,418,AM,eth0,8.00,10.00,3.55,1.35,0.00,0.00,0.00,0.00
bigdata-proj-w-3,419,AM,eth0,4.00,4.00,0.51,0.76,0.00,0.00,0.00,0.00
bigdata-proj-w-3,420,AM,eth0,25.00,30.00,270.08,3.52,0.00,0.00,0.00,0.00
bigdata-proj-w-3,421,AM,eth0,2.00,4.00,0.21,0.58,0.00,0.00,0.00,0.00
bigdata-proj-w-3,422,AM,eth0,1.00,2.00,0.10,0.93,0.00,0.00,0.00,0.00
bigdata-proj-w-3,423,AM,eth0,14.00,15.00,1.16,14.49,0.00,0.00,0.00,0.00
bigdata-proj-w-3,424,AM,eth0,1.98,3.96,0.21,0.74,0.00,0.00,0.00,0.00
bigdata-proj-w-3,425,AM,eth0,1.00,3.00,0.10,4.13,0.00,0.00,0.00,0.00
bigdata-proj-w-3,426,AM,eth0,1.00,2.00,0.10,0.49,0.00,0.00,0.00,0.00
bigdata-proj-w-3,427,AM,eth0,2.00,4.00,0.21,0.62,0.00,0.00,0.00,0.00
bigdata-proj-w-3,428,AM,eth0,3.00,3.00,0.23,1.36,0.00,0.00,0.00,0.00
bigdata-proj-w-3,429,AM,eth0,3.00,4.00,0.45,0.72,0.00,0.00,0.00,0.00
bigdata-proj-w-3,430,AM,eth0,14.00,21.00,1.49,2.97,0.00,0.00,0.00,0.00
bigdata-proj-w-3,431,AM,eth0,24.00,34.00,3.02,5.60,0.00,0.00,0.00,0.00
bigdata-proj-w-3,432,AM,eth0,36.00,43.00,54.56,61.00,0.00,0.00,0.00,0.00
bigdata-proj-w-3,433,AM,eth0,12.00,17.00,3.35,4.13,0.00,0.00,0.00,0.00
bigdata-proj-w-3,434,AM,eth0,1.00,2.00,0.10,0.13,0.00,0.00,0.00,0.00
bigdata-proj-w-3,435,AM,eth0,24.00,26.00,7.67,8.17,0.00,0.00,0.00,0.00
bigdata-proj-w-3,436,AM,eth0,4.00,6.00,0.39,1.27,0.00,0.00,0.00,0.00
bigdata-proj-w-3,437,AM,eth0,29.00,29.00,10.14,60.29,0.00,0.00,0.00,0.00
bigdata-proj-w-3,438,AM,eth0,1.00,2.00,0.10,2.34,0.00,0.00,0.00,0.00
bigdata-proj-w-3,439,AM,eth0,14.00,18.00,12.53,9.38,0.00,0.00,0.00,0.00
bigdata-proj-w-3,440,AM,eth0,12.00,11.00,10.19,10.49,0.00,0.00,0.00,0.00
bigdata-proj-w-3,441,AM,eth0,2.00,4.00,0.17,0.23,0.00,0.00,0.00,0.00
bigdata-proj-w-3,442,AM,eth0,4.00,7.00,0.39,1.65,0.00,0.00,0.00,0.00
bigdata-proj-w-3,443,AM,eth0,44.00,48.00,87.52,82.49,0.00,0.00,0.00,0.00
bigdata-proj-w-3,444,AM,eth0,32.00,35.00,69.62,62.38,0.00,0.00,0.00,0.00
bigdata-proj-w-3,445,AM,eth0,78.00,84.00,149.92,145.52,0.00,0.00,0.00,0.00
bigdata-proj-w-3,446,AM,eth0,74.00,75.00,172.99,181.00,0.00,0.00,0.00,0.00
bigdata-proj-w-3,447,AM,eth0,107.00,114.00,227.63,816.33,0.00,0.00,0.00,0.00
bigdata-proj-w-3,448,AM,eth0,94.00,97.00,261.88,255.60,0.00,0.00,0.00,0.00
bigdata-proj-w-3,449,AM,eth0,105.00,105.00,279.97,283.58,0.00,0.00,0.00,0.00
bigdata-proj-w-3,450,AM,eth0,115.00,115.00,265.06,266.03,0.00,0.00,0.00,0.00
bigdata-proj-w-3,451,AM,eth0,95.00,98.00,260.67,261.03,0.00,0.00,0.00,0.00
bigdata-proj-w-3,452,AM,eth0,113.00,114.00,312.50,329.12,0.00,0.00,0.00,0.00
bigdata-proj-w-3,453,AM,eth0,82.00,83.00,230.76,209.07,0.00,0.00,0.00,0.00
bigdata-proj-w-3,454,AM,eth0,59.00,65.00,155.31,175.82,0.00,0.00,0.00,0.00
bigdata-proj-w-3,455,AM,eth0,122.00,124.00,336.89,335.93,0.00,0.00,0.00,0.00
bigdata-proj-w-3,456,AM,eth0,104.00,105.00,299.78,306.81,0.00,0.00,0.00,0.00
bigdata-proj-w-3,457,AM,eth0,212.00,269.00,271.93,3351.96,0.00,0.00,0.00,0.00
bigdata-proj-w-3,458,AM,eth0,118.00,119.00,343.20,314.24,0.00,0.00,0.00,0.00
bigdata-proj-w-3,459,AM,eth0,114.00,114.00,299.83,337.93,0.00,0.00,0.00,0.00
bigdata-proj-w-3,460,AM,eth0,122.00,124.00,335.72,329.84,0.00,0.00,0.00,0.00
bigdata-proj-w-3,461,AM,eth0,92.00,93.00,267.61,268.52,0.00,0.00,0.00,0.00
bigdata-proj-w-3,462,AM,eth0,123.00,124.00,317.25,299.01,0.00,0.00,0.00,0.00
bigdata-proj-w-3,463,AM,eth0,114.00,117.00,286.08,305.82,0.00,0.00,0.00,0.00
bigdata-proj-w-3,464,AM,eth0,93.00,94.00,261.87,256.17,0.00,0.00,0.00,0.00
bigdata-proj-w-3,465,AM,eth0,91.00,92.00,261.83,262.06,0.00,0.00,0.00,0.00
bigdata-proj-w-3,466,AM,eth0,98.00,100.00,256.30,253.93,0.00,0.00,0.00,0.00
bigdata-proj-w-3,467,AM,eth0,280.00,391.00,354.00,6217.82,0.00,0.00,0.00,0.00
bigdata-proj-w-3,468,AM,eth0,122.00,122.00,336.85,337.51,0.00,0.00,0.00,0.00
bigdata-proj-w-3,469,AM,eth0,138.00,141.00,374.20,375.35,0.00,0.00,0.00,0.00
bigdata-proj-w-3,470,AM,eth0,130.00,131.00,374.14,358.56,0.00,0.00,0.00,0.00
bigdata-proj-w-3,471,AM,eth0,121.00,122.00,339.35,356.46,0.00,0.00,0.00,0.00
bigdata-proj-w-3,472,AM,eth0,108.00,110.00,300.03,300.74,0.00,0.00,0.00,0.00
bigdata-proj-w-3,473,AM,eth0,104.00,105.00,277.94,267.87,0.00,0.00,0.00,0.00
bigdata-proj-w-3,474,AM,eth0,118.00,118.00,288.35,299.41,0.00,0.00,0.00,0.00
bigdata-proj-w-3,475,AM,eth0,124.00,126.00,360.59,352.08,0.00,0.00,0.00,0.00
bigdata-proj-w-3,476,AM,eth0,123.00,124.00,309.78,320.78,0.00,0.00,0.00,0.00
bigdata-proj-w-3,477,AM,eth0,230.00,409.00,322.75,9294.36,0.00,0.00,0.00,0.00
bigdata-proj-w-3,478,AM,eth0,107.00,110.00,300.08,307.49,0.00,0.00,0.00,0.00
bigdata-proj-w-3,479,AM,eth0,126.00,127.00,339.09,333.36,0.00,0.00,0.00,0.00
bigdata-proj-w-3,480,AM,eth0,82.00,83.00,224.35,231.63,0.00,0.00,0.00,0.00
bigdata-proj-w-3,481,AM,eth0,122.00,125.00,339.06,333.79,0.00,0.00,0.00,0.00
bigdata-proj-w-3,482,AM,eth0,127.00,127.00,332.24,339.03,0.00,0.00,0.00,0.00
bigdata-proj-w-3,483,AM,eth0,119.00,122.00,306.26,301.15,0.00,0.00,0.00,0.00
bigdata-proj-w-3,484,AM,eth0,132.00,135.00,374.27,375.15,0.00,0.00,0.00,0.00
bigdata-proj-w-3,485,AM,eth0,119.00,120.00,337.81,344.85,0.00,0.00,0.00,0.00
bigdata-proj-w-3,486,AM,eth0,90.00,91.00,261.83,225.74,0.00,0.00,0.00,0.00
bigdata-proj-w-3,487,AM,eth0,126.00,129.00,356.82,388.41,0.00,0.00,0.00,0.00
bigdata-proj-w-3,488,AM,eth0,131.00,132.00,381.85,381.92,0.00,0.00,0.00,0.00
bigdata-proj-w-3,489,AM,eth0,121.00,122.00,353.73,337.90,0.00,0.00,0.00,0.00
bigdata-proj-w-3,490,AM,eth0,127.00,130.00,296.83,308.43,0.00,0.00,0.00,0.00
bigdata-proj-w-3,491,AM,eth0,126.00,126.00,357.95,351.82,0.00,0.00,0.00,0.00
bigdata-proj-w-3,492,AM,eth0,123.00,124.00,355.59,358.87,0.00,0.00,0.00,0.00
bigdata-proj-w-3,493,AM,eth0,117.00,120.00,339.70,344.33,0.00,0.00,0.00,0.00
bigdata-proj-w-3,494,AM,eth0,118.00,119.00,308.40,315.87,0.00,0.00,0.00,0.00
bigdata-proj-w-3,495,AM,eth0,118.00,119.00,338.46,325.87,0.00,0.00,0.00,0.00
bigdata-proj-w-3,496,AM,eth0,120.00,123.00,337.00,350.90,0.00,0.00,0.00,0.00
bigdata-proj-w-3,497,AM,eth0,131.00,130.00,369.16,363.04,0.00,0.00,0.00,0.00
bigdata-proj-w-3,498,AM,eth0,124.00,125.00,344.86,331.91,0.00,0.00,0.00,0.00
bigdata-proj-w-3,499,AM,eth0,120.00,123.00,337.75,342.93,0.00,0.00,0.00,0.00
bigdata-proj-w-3,500,AM,eth0,106.00,107.00,256.98,280.26,0.00,0.00,0.00,0.00
bigdata-proj-w-3,501,AM,eth0,106.00,108.00,278.62,259.58,0.00,0.00,0.00,0.00
bigdata-proj-w-3,502,AM,eth0,133.00,136.00,375.02,375.79,0.00,0.00,0.00,0.00
bigdata-proj-w-3,503,AM,eth0,133.00,132.00,376.96,374.79,0.00,0.00,0.00,0.00
bigdata-proj-w-3,504,AM,eth0,125.00,126.00,344.38,351.91,0.00,0.00,0.00,0.00
bigdata-proj-w-3,505,AM,eth0,126.00,129.00,369.11,363.51,0.00,0.00,0.00,0.00
bigdata-proj-w-3,506,AM,eth0,120.00,121.00,324.32,321.98,0.00,0.00,0.00,0.00
bigdata-proj-w-3,507,AM,eth0,129.00,129.00,359.19,369.67,0.00,0.00,0.00,0.00
bigdata-proj-w-3,508,AM,eth0,125.00,128.00,356.25,332.88,0.00,0.00,0.00,0.00
bigdata-proj-w-3,509,AM,eth0,129.00,129.00,359.14,376.14,0.00,0.00,0.00,0.00
bigdata-proj-w-3,510,AM,eth0,127.00,128.00,368.08,375.17,0.00,0.00,0.00,0.00
bigdata-proj-w-3,511,AM,eth0,137.00,139.00,311.53,296.02,0.00,0.00,0.00,0.00
bigdata-proj-w-3,512,AM,eth0,130.00,130.00,330.38,339.07,0.00,0.00,0.00,0.00
bigdata-proj-w-3,513,AM,eth0,20.00,23.00,52.43,52.63,0.00,0.00,0.00,0.00
bigdata-proj-w-3,514,AM,eth0,40.00,45.00,20.41,37.25,0.00,0.00,0.00,0.00
